WEO Subject Code;Country;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
GGXCNL_NGDP;Lebanon;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-23.626;-20.746;-15.973;-13.781;-9.927;-8.658;-10.682;-11.040;-9.954;-8.157;-7.551;-5.923;-8.418;-8.690;-7.146;-9.136
BCA_NGDPD;Lebanon;-3.411;-19.156;37.311;-32.159;-26.788;-13.587;-7.454;-6.064;-21.400;-22.200;-38.683;-56.698;-49.857;-6.106;-6.166;-9.634;-10.129;-31.993;-29.530;-19.122;-17.368;-19.427;-14.379;-13.492;-15.899;-13.746;-7.257;-7.236;-11.137;-12.547;-20.671;-15.121;-24.309;-26.747;-24.943;-22.216
NGDP_RPCH;Lesotho;-0.825;3.079;5.556;0.318;5.097;4.387;5.352;0.189;8.828;6.802;6.474;2.352;7.363;3.294;5.672;1.778;4.673;3.437;5.489;0.376;5.660;3.276;1.576;4.071;2.398;3.112;4.417;4.993;5.115;4.519;6.878;4.520;5.301;3.489;2.172;3.952
PCPIPCH;Lesotho;19.629;12.214;12.415;17.549;10.811;13.240;18.154;11.632;11.586;14.843;11.468;17.855;17.044;13.773;7.249;9.961;9.059;8.549;7.776;8.645;6.132;7.968;12.166;6.401;4.649;3.648;6.337;9.177;10.688;5.852;3.382;5.986;5.620;4.952;3.860;3.987
GGXCNL_NGDP;Lesotho;n/a;n/a;-9.151;-4.435;-1.086;-5.834;-6.855;-12.513;-10.235;-4.118;1.740;3.188;5.651;8.237;8.450;8.208;8.092;6.243;2.158;-8.398;-1.109;-3.196;-2.828;1.108;7.468;4.357;13.928;10.732;8.608;-3.954;-5.174;-10.935;5.138;-2.497;-2.354;-1.515
BCA_NGDPD;Lesotho;-9.379;-12.507;-18.489;-12.302;-12.240;-11.426;-9.080;-16.281;-15.507;-27.641;-16.729;-41.091;-31.859;-30.714;-24.212;-30.281;-37.905;-30.238;-31.219;-25.742;-3.690;6.184;8.378;3.779;13.530;12.709;29.162;22.663;21.802;4.834;-7.863;-9.037;-2.718;-4.223;-6.629;-5.409
NGDP_RPCH;Liberia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.821;4.348;-28.180;3.875;5.694;8.234;12.723;5.967;5.085;6.088;7.431;8.245;8.659;0.505;-1.388
PCPIPCH;Liberia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5.263;12.149;14.160;10.330;3.555;6.945;9.514;11.391;17.490;7.427;7.291;8.487;6.832;7.578;9.863;7.906
GGXCNL_NGDP;Liberia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.562;-0.424;-1.043;0.762;-0.030;0.002;4.793;3.037;-1.793;-0.368;2.299;-2.814;-1.555;-4.697;-4.487;-9.470
BCA_NGDPD;Liberia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-17.963;-14.225;-4.064;-19.578;-10.630;2.468;-10.776;-6.192;-46.666;-23.244;-31.997;-27.446;-21.424;-28.239;-31.852;-40.174
NGDP_RPCH;Libya;0.606;-20.040;1.518;-4.709;-8.306;0.607;-11.353;-14.702;7.579;7.199;3.720;15.655;-2.712;-3.763;1.935;-12.397;2.633;-0.607;-0.377;0.462;3.681;-1.764;-0.959;13.016;4.461;11.870;6.500;6.354;2.666;-0.790;5.023;-62.076;104.483;-13.552;-24.031;4.602
PCPIPCH;Libya;14.286;13.194;13.804;10.512;12.439;9.111;3.380;4.423;3.131;4.464;0.721;11.700;9.450;7.474;10.671;8.342;3.996;3.586;3.719;2.574;-2.907;-8.839;-9.863;-2.057;1.252;2.658;1.465;6.211;10.401;2.448;2.458;15.902;6.072;2.594;2.800;2.155
GGXCNL_NGDP;Libya;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;3.463;8.683;0.110;-5.959;-2.753;3.919;11.682;-2.172;-2.438;5.875;14.077;0.069;7.215;6.363;11.675;31.355;31.807;28.581;27.539;-5.267;11.562;-15.894;27.807;-4.047;-43.546;-68.150
BCA_NGDPD;Libya;21.095;-11.780;-4.707;-5.139;-4.903;6.476;-0.692;-4.677;-7.284;-3.857;7.006;1.274;5.213;-2.731;0.523;9.920;6.554;6.000;3.002;8.283;21.729;14.053;3.971;9.394;21.309;36.812;51.101;44.061;42.509;14.873;19.488;9.142;29.098;13.577;-30.113;-52.759
NGDP_RPCH;Lithuania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5.239;8.140;7.623;-1.021;3.621;6.700;6.838;10.276;7.369;7.791;7.406;11.087;2.628;-14.814;1.619;6.115;3.838;3.257;2.929;2.849
PCPIPCH;Lithuania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.081;1.551;0.344;-1.082;1.163;2.658;3.788;5.820;11.088;4.164;1.190;4.124;3.167;1.162;0.242;-0.310
GGXCNL_NGDP;Lithuania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.987;-3.621;-1.796;-1.271;-1.529;-0.504;-0.447;-0.998;-3.266;-9.329;-6.907;-8.951;-3.150;-2.621;-0.737;-1.354
BCA_NGDPD;Lithuania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-9.113;-8.562;-9.674;-11.517;-10.866;-5.858;-4.687;-5.146;-6.827;-7.599;-7.157;-10.416;-14.898;-12.988;2.074;-0.330;-3.848;-1.190;1.601;-0.368;0.213
NGDP_RPCH;Luxembourg;3.170;0.798;1.039;1.887;4.730;5.596;9.983;3.951;8.464;9.798;5.320;8.645;1.819;4.201;3.821;1.432;1.515;5.937;6.492;8.421;8.442;2.000;3.276;1.190;4.926;4.124;4.881;6.463;0.487;-5.335;5.145;2.609;-0.161;1.993;2.909;2.519
PCPIPCH;Luxembourg;6.300;8.073;9.357;8.669;5.637;14.779;0.300;-0.100;1.400;3.400;3.700;3.100;3.200;3.600;2.200;1.900;1.163;1.384;0.959;1.018;3.789;2.409;2.056;2.538;3.227;3.762;2.963;2.655;4.091;0.011;2.798;3.722;2.885;1.699;0.698;0.471
GGXCNL_NGDP;Luxembourg;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.573;1.344;3.770;3.592;3.645;5.742;5.973;2.294;0.580;-1.030;0.178;1.403;4.213;3.264;-0.503;-0.643;0.304;0.063;0.633;0.500;-0.467
BCA_NGDPD;Luxembourg;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;11.951;11.497;9.919;8.506;10.708;12.579;8.421;9.470;6.585;11.989;11.118;10.028;10.118;7.377;7.626;6.961;5.783;5.689;4.851;5.249;4.700
NGDP_RPCH;FYR Macedonia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-7.500;-1.800;-1.100;1.200;1.351;3.381;4.348;4.539;-4.525;0.853;2.820;4.627;4.724;5.137;6.473;5.472;-0.359;3.359;2.340;-0.456;2.665;3.768;3.800
PCPIPCH;FYR Macedonia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;338.684;126.400;15.800;2.300;2.600;0.869;-0.349;6.390;5.540;2.177;1.199;-0.433;-0.570;3.272;2.794;7.219;-0.643;1.698;3.897;3.266;2.796;-0.134;0.149
GGXCNL_NGDP;FYR Macedonia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-1.660;0.028;2.424;-6.160;-5.395;-0.073;0.374;0.213;-0.508;0.577;-0.928;-2.628;-2.411;-2.474;-3.807;-3.854;-4.209;-3.795
BCA_NGDPD;FYR Macedonia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-0.387;-4.159;-8.746;-5.949;-7.286;-7.725;-8.422;-2.573;-1.827;-7.011;-9.187;-3.906;-7.904;-2.433;-0.427;-6.910;-12.732;-6.755;-2.025;-2.509;-2.950;-1.809;-1.333;-1.996
NGDP_RPCH;Madagascar;0.788;-9.800;-1.900;0.900;1.760;1.156;1.960;1.175;3.407;4.075;3.129;-6.306;1.181;2.100;-0.042;1.679;2.154;3.693;3.917;4.699;4.457;5.980;-12.408;9.785;5.257;4.756;5.399;6.420;7.207;-4.726;0.263;1.455;3.027;2.414;2.973;4.974
PCPIPCH;Madagascar;18.278;30.457;31.907;19.469;9.720;10.566;14.492;15.461;26.338;9.017;11.859;8.540;14.567;9.990;38.992;49.036;19.761;4.492;6.210;8.070;10.661;7.917;16.499;-1.704;13.956;18.364;10.766;10.288;9.297;8.954;9.247;9.483;5.714;5.826;6.080;7.645
GGXCNL_NGDP;Madagascar;-14.328;-13.308;-9.554;-8.132;-8.180;-3.195;-3.000;-2.678;-0.729;-4.271;-0.606;-5.390;-6.239;-7.708;-8.637;-6.227;-4.930;-2.397;-6.294;-2.783;-2.809;-4.340;-4.980;-3.867;-4.912;-2.877;-0.458;-2.679;-1.963;-2.545;-0.869;-2.386;-2.612;-3.984;-2.424;-4.014
BCA_NGDPD;Madagascar;-13.765;-10.092;-8.488;-7.036;-6.576;-6.423;-4.378;-5.489;-6.141;-3.357;-8.599;-8.582;-6.587;-7.660;-9.306;-8.734;-3.821;-5.692;-7.740;-6.033;-6.717;-3.092;-10.848;-5.991;-9.143;-10.994;-3.772;-12.665;-20.596;-21.154;-9.689;-6.879;-6.732;-5.590;-2.263;-3.187
NGDP_RPCH;Malawi;0.395;-5.245;2.516;3.694;5.373;4.571;-0.215;1.625;3.177;1.345;5.692;8.730;-7.333;9.692;-10.313;13.830;9.979;6.587;1.061;3.541;0.775;-4.147;1.695;5.531;5.518;2.569;2.062;9.491;8.339;9.036;6.533;4.347;1.886;5.200;5.700;5.494
PCPIPCH;Malawi;19.190;12.000;9.524;13.768;19.745;10.638;14.183;25.053;33.838;12.453;11.857;8.227;23.236;22.775;34.659;83.148;37.733;9.137;29.779;44.759;29.597;22.700;14.751;9.588;11.471;15.407;13.904;7.961;8.710;8.427;7.410;7.624;21.272;28.315;23.785;17.309
GGXCNL_NGDP;Malawi;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-9.581;-5.898;-6.123;-2.516;0.731;-3.539;-4.545;-4.413;2.596;-5.230;-2.639;-9.125;-5.760;-4.306
BCA_NGDPD;Malawi;-16.731;-7.006;-7.724;-8.498;0.321;-6.384;-3.544;-2.603;-1.355;-9.072;-3.672;-6.965;-12.491;-8.826;-23.946;-10.240;-7.593;-11.352;-0.431;-8.307;-5.251;-6.792;-8.588;-11.728;-11.174;-11.946;-11.178;0.979;-9.700;-4.797;-1.271;-5.874;-3.480;-1.775;-5.057;-3.395
NGDP_RPCH;Malaysia;7.444;6.942;5.941;6.250;7.762;-0.876;1.153;5.389;9.938;9.060;9.007;9.547;8.886;9.896;9.211;9.830;10.002;7.323;-7.359;6.138;8.680;0.518;5.391;5.789;6.783;4.976;5.585;6.299;4.832;-1.514;7.425;5.188;5.644;4.745;6.021;4.800
PCPIPCH;Malaysia;6.724;9.700;5.834;3.704;3.904;2.587;0.350;0.737;0.290;2.557;3.043;4.328;4.778;3.547;3.687;3.468;3.479;2.655;5.293;2.731;1.551;1.427;1.793;1.074;1.420;3.039;3.621;2.027;5.429;0.597;1.720;3.174;1.664;2.105;3.143;2.700
GGXCNL_NGDP;Malaysia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.722;-0.844;-0.688;1.545;3.860;1.652;2.014;3.975;-0.683;-3.270;-6.591;-4.750;-4.313;-5.007;-3.652;-2.968;-2.725;-2.693;-3.566;-6.734;-4.663;-3.726;-3.872;-4.421;-3.679;-3.460
BCA_NGDPD;Malaysia;-1.083;-9.843;-13.337;-11.582;-4.866;-1.917;-0.365;8.123;5.374;0.822;-2.006;-8.513;-3.664;-4.471;-6.069;-9.730;-4.424;-5.925;13.202;15.924;9.050;7.854;7.129;12.142;12.088;14.417;16.091;15.359;17.068;15.533;10.934;11.569;5.782;4.044;4.627;2.107
NGDP_RPCH;Maldives;18.803;7.886;7.466;4.414;17.379;13.801;8.596;8.866;8.722;9.292;-4.049;6.896;6.467;5.417;7.505;7.377;9.084;10.405;9.789;7.230;4.770;3.452;6.098;14.153;12.481;-8.675;19.586;10.556;12.199;-3.635;7.060;6.476;1.333;4.675;5.022;4.965
PCPIPCH;Maldives;27.877;11.100;-0.810;9.891;0.991;-9.158;9.100;11.700;6.484;7.164;15.542;12.500;16.857;20.126;3.386;5.488;6.244;7.579;-1.410;2.956;-1.178;0.673;0.927;-2.803;6.339;2.460;3.500;6.795;12.028;4.545;6.150;11.258;10.889;3.997;2.457;0.345
GGXCNL_NGDP;Maldives;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-12.767;-10.220;-12.604;-13.888;-4.816;-5.662;-2.013;-1.461;-2.251;-3.028;-3.893;-3.599;-3.607;-3.474;-2.303;-8.110;-4.832;-3.379;-10.646;-19.364;-14.925;-7.679;-7.863;-8.151;-10.636;-7.321
BCA_NGDPD;Maldives;-16.078;-6.215;-4.633;-11.079;-3.406;4.345;6.851;13.167;12.213;10.958;12.404;2.377;-6.411;-15.538;-2.906;-3.902;-1.412;-5.320;-3.153;-10.435;-6.421;-6.945;-3.907;-2.999;-10.175;-24.380;-20.477;-15.208;-28.815;-10.444;-8.125;-18.131;-10.641;-6.526;-8.395;-4.571
NGDP_RPCH;Mali;3.299;-2.447;6.601;-5.126;1.000;-1.948;8.602;1.998;-0.324;11.938;7.015;9.052;-3.235;3.833;3.562;2.354;7.382;5.334;4.422;5.698;-3.275;11.855;4.307;7.616;2.259;6.135;5.252;4.298;4.979;4.457;5.819;2.731;0.023;1.731;6.827;5.606
PCPIPCH;Mali;20.250;12.717;3.852;10.500;10.714;9.078;-1.387;-14.936;8.948;-0.158;1.608;1.508;-5.907;-0.568;24.289;11.643;6.452;-0.673;4.053;-1.153;-0.743;5.174;4.867;-1.159;-3.109;6.414;1.519;1.456;9.121;2.217;1.289;3.051;5.320;-0.601;0.888;2.242
GGXCNL_NGDP;Mali;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.940;-3.214;-3.774;-1.323;-2.579;-3.146;31.310;-3.174;-2.217;-4.225;-2.910;-4.144;-1.140;-2.856;-3.967;-4.604
BCA_NGDPD;Mali;-7.378;-10.050;-9.236;-8.405;-9.777;-17.084;-14.993;-10.872;-12.260;-7.425;-8.037;-6.204;-8.363;-6.570;-7.538;-10.077;-9.056;-6.474;-7.129;-8.609;-9.557;-10.265;-4.650;-6.406;-8.198;-7.964;-3.566;-8.121;-12.114;-7.286;-12.606;-6.143;-2.615;-5.187;-7.964;-5.576
NGDP_RPCH;Malta;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.608;2.982;2.544;0.442;3.785;1.828;3.987;3.347;-2.462;3.543;2.254;2.499;2.713;3.550;3.231
PCPIPCH;Malta;2.692;11.610;5.817;-0.925;-0.443;-0.236;2.031;0.416;0.946;0.866;2.975;2.552;1.845;4.031;4.128;3.973;1.964;3.914;3.698;2.287;3.040;2.509;2.606;1.939;2.725;2.528;2.579;0.696;4.685;1.840;2.040;2.512;3.229;0.979;0.770;1.075
GGXCNL_NGDP;Malta;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-5.828;-6.526;-5.651;-9.145;-4.418;-2.688;-2.610;-2.268;-4.213;-3.326;-3.302;-2.634;-3.642;-2.669;-2.242;-1.809
BCA_NGDPD;Malta;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-10.185;-11.027;-5.875;-5.783;-3.329;-12.022;-3.642;2.322;-2.869;-5.488;-8.163;-9.359;-3.870;-4.859;-4.846;-5.926;4.992;3.613;3.190;2.701;3.064
NGDP_RPCH;Marshall Islands;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.873;-2.369;5.914;5.411;2.617;0.274;-0.128;2.632;1.923;3.775;-2.034;-1.656;6.144;0.024;4.721;2.989;0.507;1.695
PCPIPCH;Marshall Islands;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.016;3.486;5.253;2.637;14.675;0.478;1.768;5.353;4.341;1.851;1.098;-0.585
GGXCNL_NGDP;Marshall Islands;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;8.177;13.961;9.461;8.127;8.337;5.418;10.885;-1.618;-22.316;0.235;0.266;3.536;1.503;3.452;2.125;-0.747;0.735;1.178;2.358
BCA_NGDPD;Marshall Islands;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-25.700;-20.262;-24.147;-22.793;-17.688;-5.026;-12.637;-1.070;2.098;-2.019;-0.936;0.908;-14.934;-26.551;-5.350;-8.699;-13.352;-20.923;-1.298
NGDP_RPCH;Mauritania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.000;1.772;5.874;-3.061;9.820;5.819;-4.045;2.778;7.713;-0.430;2.009;0.665;5.979;5.747;8.969;18.869;2.818;1.080;-1.042;4.774;4.385;5.969;5.674;6.420;5.470
PCPIPCH;Mauritania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5.629;10.142;9.370;4.128;6.544;4.681;4.625;8.032;4.074;3.254;4.715;3.896;5.152;10.368;12.126;6.239;7.254;7.450;2.137;6.262;5.686;4.902;4.131;3.523;4.539
GGXCNL_NGDP;Mauritania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.943;-4.246;2.642;-1.789;-4.289;-3.075;-0.585;0.006;2.481;-0.926;-3.580;-1.307
BCA_NGDPD;Mauritania;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-10.733;-6.003;-4.959;-7.610;-1.732;0.513;-0.231;-2.267;-1.280;-2.145;-7.547;-10.086;2.641;-11.218;-28.238;-40.149;-1.172;-14.552;-13.256;-13.359;-7.662;-6.016;-26.522;-24.794;-27.628;-14.569
NGDP_RPCH;Mauritius;11.361;-7.064;5.281;5.899;0.969;4.826;8.806;11.155;8.667;5.824;4.904;6.381;10.416;10.275;4.845;4.446;0.265;3.731;8.575;4.619;7.199;3.214;1.627;5.984;4.299;1.453;4.514;5.891;5.511;3.049;4.100;3.886;3.222;3.191;3.244;3.522
PCPIPCH;Mauritius;33.040;26.450;13.384;7.452;5.525;8.321;4.336;0.719;3.600;13.610;10.705;12.817;2.857;15.288;7.335;6.026;6.553;6.831;6.808;6.872;4.230;5.391;6.414;3.931;4.703;4.921;8.930;8.827;9.731;2.516;2.929;6.526;3.852;3.483;2.965;1.745
GGXCNL_NGDP;Mauritius;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-4.654;-5.851;-5.484;-5.096;-4.595;-4.700;-4.385;-3.273;-2.796;-3.568;-3.199;-3.203;-1.844;-3.506;-3.448;-3.368
BCA_NGDPD;Mauritius;-9.198;-11.639;-3.552;-1.597;-4.404;-2.740;6.928;3.586;-2.553;-4.499;-4.713;-0.550;-0.004;-2.544;-6.361;-0.518;0.767;-1.962;0.075;-2.792;-0.734;5.981;5.150;1.638;-1.757;-5.000;-9.089;-5.430;-10.073;-7.407;-10.320;-13.817;-7.287;-9.887;-7.222;-6.276
NGDP_RPCH;Mexico;9.482;8.539;-0.522;-3.494;3.406;2.173;-3.113;1.736;1.266;4.130;5.164;4.194;3.569;2.571;4.727;-5.759;5.875;6.963;4.702;2.667;5.296;-0.605;0.132;1.423;4.296;3.033;5.001;3.148;1.400;-4.700;5.110;4.045;4.007;1.391;2.125;2.997
PCPIPCH;Mexico;26.471;27.911;59.166;101.806;65.449;57.780;86.454;131.962;113.501;19.918;26.650;22.608;15.517;9.763;6.986;35.062;34.350;20.597;15.916;16.565;9.486;6.367;5.037;4.551;4.694;3.990;3.633;3.969;5.130;5.296;4.156;3.406;4.112;3.804;4.019;3.167
GGXCNL_NGDP;Mexico;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.911;-0.817;0.120;0.149;-0.615;-4.065;-5.156;-5.540;-5.631;-5.494;-3.006;-3.068;-3.355;-2.310;-1.247;-1.230;-0.974;-1.157;-0.972;-5.082;-4.269;-3.338;-3.688;-3.830;-4.625;-4.119
BCA_NGDPD;Mexico;-4.447;-5.390;-2.693;3.287;1.990;0.358;-0.889;2.502;-1.146;-2.305;-2.500;-4.099;-5.898;-4.642;-5.625;-0.459;-0.631;-1.595;-3.186;-2.416;-2.743;-2.450;-2.001;-1.168;-0.910;-1.034;-0.807;-1.405;-1.832;-0.930;-0.469;-1.138;-1.336;-2.352;-2.069;-2.159
NGDP_RPCH;Micronesia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.129;-6.089;3.020;1.408;4.623;1.664;0.624;1.837;-3.280;2.197;-0.145;-2.154;-2.458;0.968;3.210;1.834;0.111;-4.010;0.081;0.265
PCPIPCH;Micronesia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.796;2.667;1.633;1.919;1.839;1.317;-0.159;-0.245;1.745;4.087;4.396;3.639;6.554;7.708;3.720;4.271;6.292;2.143;0.673;-1.004
GGXCNL_NGDP;Micronesia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-0.451;2.359;2.626;-3.267;-5.172;-3.480;-5.470;7.163;2.596;-15.358;-5.571;-5.372;-3.512;-1.551;1.878;0.462;-0.579;0.754;2.753;12.501;2.829
BCA_NGDPD;Micronesia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-9.163;-18.299;-29.911;-24.392;-19.750;-13.304;-16.087;-8.633;-4.050;-16.446;-8.541;-13.970;-9.458;-16.596;-18.857;-15.118;-17.895;-12.626;-10.055;2.533;-0.680
NGDP_RPCH;Moldova;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-1.200;-30.900;-1.425;-5.877;1.647;-6.542;-3.368;2.108;6.141;7.810;6.623;7.363;7.501;4.785;2.998;7.838;-5.990;7.094;6.816;-0.733;9.400;4.600;-1.000
PCPIPCH;Moldova;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;788.503;329.636;30.216;23.506;11.773;7.696;39.262;31.206;9.641;5.219;11.667;12.426;11.851;12.707;12.382;12.704;0.006;7.358;7.650;4.558;4.569;5.058;7.467
GGXCNL_NGDP;Moldova;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.685;-5.671;-7.812;-1.854;-3.216;-3.350;-0.253;-0.834;0.658;0.772;1.545;-0.282;0.304;-0.927;-6.337;-2.489;-2.384;-2.151;-1.755;-1.746;-5.294
BCA_NGDPD;Moldova;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-4.505;-16.283;-8.427;-5.872;-11.324;-14.253;-19.728;-5.817;-7.470;-1.809;-1.191;-6.564;-1.776;-7.556;-11.337;-15.248;-16.112;-8.214;-7.523;-11.021;-7.389;-4.992;-5.477;-4.509
NGDP_RPCH;Mongolia;6.443;8.376;8.331;5.792;5.914;5.679;9.426;3.542;5.146;4.183;-2.486;-9.199;-9.256;-3.169;2.134;6.376;2.235;3.897;3.340;3.070;1.146;5.221;6.206;7.486;9.357;6.218;7.883;8.794;8.108;-2.252;20.864;17.291;12.320;11.645;7.824;4.445
PCPIPCH;Mongolia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;120.200;202.500;268.400;87.565;56.770;46.831;36.579;9.364;7.562;11.583;6.228;0.923;5.139;7.909;12.457;4.486;8.167;26.806;6.267;10.165;7.683;14.996;8.591;12.907;9.212
GGXCNL_NGDP;Mongolia;n/a;-4.101;-3.838;-4.197;-4.490;-4.908;-12.648;-13.412;-13.967;-11.772;-9.686;-6.935;-7.874;-9.830;-6.511;-4.250;-5.889;-6.924;-10.555;-8.936;-4.980;-3.696;-4.048;-2.895;-1.432;2.075;6.567;2.282;-3.893;-4.474;0.425;-4.014;-9.090;-8.918;-10.972;-9.773
BCA_NGDPD;Mongolia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.878;-2.065;3.448;3.475;1.522;-2.346;5.368;-5.747;-4.883;-4.085;-9.448;-6.734;-5.493;1.041;1.015;5.608;5.409;-11.084;-7.695;-12.964;-26.500;-27.352;-25.444;-8.221;-11.075
NGDP_RPCH;Montenegro;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;1.100;1.900;2.500;4.400;4.200;8.600;10.700;6.900;-5.700;2.464;3.228;-2.546;3.338;1.129;4.670
PCPIPCH;Montenegro;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;94.877;23.729;19.701;7.502;3.099;3.446;2.116;3.365;8.985;3.597;0.657;3.083;3.645;2.186;-0.733;0.506
GGXCNL_NGDP;Montenegro;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-1.421;-3.987;-2.446;-1.415;3.188;6.337;-3.208;-5.350;-4.604;-5.226;-5.892;-3.251;-0.757;-5.261
